rank,player_name,pokemon_name,teratypes,nature
610,Will Inabinet [US],Flutter-Mane,Fairy,Protosynthesis
610,Will Inabinet [US],Raging-Bolt,Electric,Protosynthesis
610,Will Inabinet [US],Amoonguss,Water,Regenerator
610,Will Inabinet [US],urshifu-rapid-strike,Water,Unseen Fist
611,Daniel Daertni [SE],ogerpon-hearthflame-mask,Fire,Mold Breaker
611,Daniel Daertni [SE],calyrex-ice,Fire,As One
611,Daniel Daertni [SE],Flutter-Mane,Dark,Protosynthesis
611,Daniel Daertni [SE],Regidrago,Normal,Dragon's Maw
611,Daniel Daertni [SE],urshifu-rapid-strike,Water,Unseen Fist
611,Daniel Daertni [SE],indeedee-female,Grass,Psychic Surge
612,Rennatto Carcheri [PE],Miraidon,Fairy,Hadron Engine
612,Rennatto Carcheri [PE],Farigiraf,Water,Armor Tail
612,Rennatto Carcheri [PE],arcanine-hisui,Normal,Intimidate
612,Rennatto Carcheri [PE],Iron-Hands,Grass,Quark Drive
612,Rennatto Carcheri [PE],urshifu-single-strike,Dark,Unseen Fist
612,Rennatto Carcheri [PE],tornadus-incarnate,Dark,Prankster
613,Martín Muñoz [CL],Incineroar,Ghost,Intimidate
613,Martín Muñoz [CL],calyrex-shadow,Fairy,As One
613,Martín Muñoz [CL],tornadus-incarnate,Ghost,Prankster
613,Martín Muñoz [CL],urshifu-rapid-strike,Grass,Unseen Fist
613,Martín Muñoz [CL],Clefairy,Grass,Friend Guard
613,Martín Muñoz [CL],Rillaboom,Fire,Grassy Surge
614,HyukIn Kwon [KR],Dondozo,Grass,Unaware
614,HyukIn Kwon [KR],indeedee-female,Water,Psychic Surge
614,HyukIn Kwon [KR],weezing-galar,Grass,Neutralizing Gas
614,HyukIn Kwon [KR],calyrex-shadow,Normal,As One
614,HyukIn Kwon [KR],tatsugiri-curly,Steel,Commander
614,HyukIn Kwon [KR],Iron-Hands,Fire,Quark Drive
615,純也 明山 [JP],Grimmsnarl,Ghost,Prankster
615,純也 明山 [JP],urshifu-rapid-strike,Water,Unseen Fist
615,純也 明山 [JP],Volcarona,Grass,Flame Body
615,純也 明山 [JP],Iron-Leaves,Normal,Quark Drive
615,純也 明山 [JP],Miraidon,Fairy,Hadron Engine
615,純也 明山 [JP],Incineroar,Ghost,Intimidate
616,Narawitch Naenna [TH],calyrex-ice,Normal,As One
616,Narawitch Naenna [TH],Raging-Bolt,Electric,Protosynthesis
616,Narawitch Naenna [TH],urshifu-rapid-strike,Stellar,Unseen Fist
616,Narawitch Naenna [TH],Clefairy,Grass,Friend Guard
616,Narawitch Naenna [TH],ogerpon-cornerstone-mask,Rock,Sturdy
616,Narawitch Naenna [TH],Scream-Tail,Dark,Protosynthesis
617,Sohaib Mufti [US],Farigiraf,Water,Armor Tail
617,Sohaib Mufti [US],urshifu-single-strike,Dark,Unseen Fist
617,Sohaib Mufti [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
617,Sohaib Mufti [US],ursaluna-bloodmoon,Normal,Mind’s Eye
617,Sohaib Mufti [US],Miraidon,Fairy,Hadron Engine
617,Sohaib Mufti [US],Whimsicott,Fire,Prankster
618,rainer arana [PE],Amoonguss,Water,Regenerator
618,rainer arana [PE],tornadus-incarnate,Dark,Prankster
618,rainer arana [PE],urshifu-rapid-strike,Water,Unseen Fist
618,rainer arana [PE],Flutter-Mane,Fairy,Protosynthesis
618,rainer arana [PE],Terapagos,Stellar,Tera Shift
618,rainer arana [PE],Chi-Yu,Ghost,Beads of Ruin
619,Francesco Iozzia [IT],Whimsicott,Dark,Prankster
619,Francesco Iozzia [IT],urshifu-rapid-strike,Water,Unseen Fist
619,Francesco Iozzia [IT],Kyogre,Grass,Drizzle
619,Francesco Iozzia [IT],Rillaboom,Normal,Grassy Surge
619,Francesco Iozzia [IT],landorus-incarnate,Ghost,Sheer Force
619,Francesco Iozzia [IT],ogerpon-hearthflame-mask,Fire,Mold Breaker
620,Markus Stadter [DE],Calyrex,Water,As One
620,Markus Stadter [DE],Farigiraf,Grass,Armor Tail
620,Markus Stadter [DE],urshifu-rapid-strike,Stellar,Unseen Fist
620,Markus Stadter [DE],Incineroar,Ghost,Intimidate
620,Markus Stadter [DE],Raging-Bolt,Fairy,Protosynthesis
620,Markus Stadter [DE],Rillaboom,Fire,Grassy Surge
621,Braden Cleur [NZ],Volcarona,Water,Flame Body
621,Braden Cleur [NZ],Grimmsnarl,Ghost,Prankster
621,Braden Cleur [NZ],urshifu-single-strike,Dark,Unseen Fist
621,Braden Cleur [NZ],Miraidon,Electric,Hadron Engine
621,Braden Cleur [NZ],Farigiraf,Ground,Armor Tail
621,Braden Cleur [NZ],landorus-incarnate,Poison,Sheer Force
622,Mason Cutler [US],ogerpon-cornerstone-mask,Rock,Sturdy
622,Mason Cutler [US],urshifu-rapid-strike,Stellar,Unseen Fist
622,Mason Cutler [US],Incineroar,Ghost,Intimidate
622,Mason Cutler [US],calyrex-shadow,Dark,As One
622,Mason Cutler [US],weezing-galar,Ground,Neutralizing Gas
622,Mason Cutler [US],Rillaboom,Water,Grassy Surge
623,Filippo Perra [IT],Raging-Bolt,Electric,Protosynthesis
623,Filippo Perra [IT],Incineroar,Ghost,Intimidate
623,Filippo Perra [IT],Rillaboom,Fire,Grassy Surge
623,Filippo Perra [IT],Smeargle,Ghost,Moody
623,Filippo Perra [IT],urshifu-rapid-strike,Water,Unseen Fist
623,Filippo Perra [IT],calyrex-ice,Fire,As One
624,Sergio Igarashi [BR],Raging-Bolt,Fairy,Protosynthesis
624,Sergio Igarashi [BR],Rillaboom,Normal,Grassy Surge
624,Sergio Igarashi [BR],Farigiraf,Grass,Armor Tail
624,Sergio Igarashi [BR],calyrex-ice,Fire,As One
624,Sergio Igarashi [BR],urshifu-rapid-strike,Stellar,Unseen Fist
624,Sergio Igarashi [BR],ogerpon-cornerstone-mask,Rock,Sturdy
625,Pedro Soares Fialdini [BR],Entei,Normal,Inner Focus
625,Pedro Soares Fialdini [BR],Zamazenta,Grass,Dauntless Shield
625,Pedro Soares Fialdini [BR],Rillaboom,Fire,Grassy Surge
625,Pedro Soares Fialdini [BR],Raging-Bolt,Fairy,Protosynthesis
625,Pedro Soares Fialdini [BR],moltres-galar,Water,Berserk
625,Pedro Soares Fialdini [BR],Chien-Pao,Ghost,Sword of Ruin
626,Jose Vazquez [US],Dondozo,Grass,Unaware
626,Jose Vazquez [US],tatsugiri-stretchy,Normal,Commander
626,Jose Vazquez [US],Iron-Hands,Grass,Quark Drive
626,Jose Vazquez [US],ursaluna-bloodmoon,Normal,Mind’s Eye
626,Jose Vazquez [US],ogerpon-cornerstone-mask,Rock,Sturdy
626,Jose Vazquez [US],calyrex-ice,Fire,As One
627,Adrian Hazel [US],Farigiraf,Fire,Armor Tail
627,Adrian Hazel [US],Iron-Hands,Water,Quark Drive
627,Adrian Hazel [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
627,Adrian Hazel [US],Whimsicott,Ghost,Prankster
627,Adrian Hazel [US],Miraidon,Fairy,Hadron Engine
627,Adrian Hazel [US],urshifu-rapid-strike,Water,Unseen Fist
628,Joseph Brummett [US],Farigiraf,Water,Armor Tail
628,Joseph Brummett [US],Pelipper,Ghost,Drizzle
628,Joseph Brummett [US],Raging-Bolt,Electric,Protosynthesis
628,Joseph Brummett [US],calyrex-ice,Grass,As One
628,Joseph Brummett [US],urshifu-rapid-strike,Water,Unseen Fist
628,Joseph Brummett [US],Rillaboom,Normal,Grassy Surge
629,Jorge Peraza [CR],tornadus-incarnate,Ghost,Prankster
629,Jorge Peraza [CR],Volcarona,Grass,Flame Body
629,Jorge Peraza [CR],Farigiraf,Fire,Armor Tail
629,Jorge Peraza [CR],Miraidon,Fairy,Hadron Engine
629,Jorge Peraza [CR],ogerpon-cornerstone-mask,Rock,Sturdy
629,Jorge Peraza [CR],Iron-Hands,Water,Quark Drive
630,Nikola Zirdum [LU],Zamazenta,Dragon,Dauntless Shield
630,Nikola Zirdum [LU],Flutter-Mane,Fairy,Protosynthesis
630,Nikola Zirdum [LU],urshifu-rapid-strike,Water,Unseen Fist
630,Nikola Zirdum [LU],Entei,Normal,Inner Focus
630,Nikola Zirdum [LU],Chien-Pao,Ghost,Sword of Ruin
630,Nikola Zirdum [LU],Rillaboom,Fire,Grassy Surge
631,DAIJU TAMURA [JP],Gyarados,Grass,Intimidate
631,DAIJU TAMURA [JP],Raging-Bolt,Electric,Protosynthesis
631,DAIJU TAMURA [JP],Flutter-Mane,Normal,Protosynthesis
631,DAIJU TAMURA [JP],Ting-Lu,Poison,Vessel of Ruin
631,DAIJU TAMURA [JP],Zamazenta,Ground,Dauntless Shield
631,DAIJU TAMURA [JP],Rillaboom,Dark,Grassy Surge
632,Luca Lussignoli [IT],Raging-Bolt,Electric,Protosynthesis
632,Luca Lussignoli [IT],Terapagos,Stellar,Tera Shift
632,Luca Lussignoli [IT],urshifu-rapid-strike,Water,Unseen Fist
632,Luca Lussignoli [IT],Incineroar,Ghost,Intimidate
632,Luca Lussignoli [IT],tornadus-incarnate,Ghost,Prankster
632,Luca Lussignoli [IT],Amoonguss,Water,Regenerator
633,joaquin salerno [AR],Rillaboom,Fire,Grassy Surge
633,joaquin salerno [AR],Terapagos,Stellar,Tera Shift
633,joaquin salerno [AR],urshifu-rapid-strike,Stellar,Unseen Fist
633,joaquin salerno [AR],Grimmsnarl,Ghost,Prankster
633,joaquin salerno [AR],ogerpon-hearthflame-mask,Fire,Mold Breaker
633,joaquin salerno [AR],Incineroar,Ghost,Intimidate
634,Irsael Gerardo ramirez Lira [MX],calyrex-ice,Fire,As One
634,Irsael Gerardo ramirez Lira [MX],Pelipper,Ghost,Drizzle
634,Irsael Gerardo ramirez Lira [MX],Incineroar,Ghost,Intimidate
634,Irsael Gerardo ramirez Lira [MX],urshifu-rapid-strike,Ghost,Unseen Fist
634,Irsael Gerardo ramirez Lira [MX],Amoonguss,Fairy,Regenerator
634,Irsael Gerardo ramirez Lira [MX],Raging-Bolt,Fairy,Protosynthesis
635,Xavier Vazquez Ripoll [ES],Iron-Hands,Grass,Quark Drive
635,Xavier Vazquez Ripoll [ES],Roaring-Moon,Flying,Protosynthesis
635,Xavier Vazquez Ripoll [ES],Kyogre,Grass,Drizzle
635,Xavier Vazquez Ripoll [ES],Farigiraf,Fairy,Armor Tail
635,Xavier Vazquez Ripoll [ES],Amoonguss,Fairy,Regenerator
635,Xavier Vazquez Ripoll [ES],Incineroar,Ghost,Intimidate
636,Ian McLaughlin [US],Incineroar,Water,Intimidate
636,Ian McLaughlin [US],Rillaboom,Fire,Grassy Surge
636,Ian McLaughlin [US],Flutter-Mane,Dragon,Protosynthesis
636,Ian McLaughlin [US],calyrex-shadow,Water,As One
636,Ian McLaughlin [US],Smeargle,Ghost,Moody
636,Ian McLaughlin [US],urshifu-rapid-strike,Water,Unseen Fist
637,Jonathan Duran [US],Rillaboom,Fire,Grassy Surge
637,Jonathan Duran [US],Incineroar,Water,Intimidate
637,Jonathan Duran [US],urshifu-rapid-strike,Water,Unseen Fist
637,Jonathan Duran [US],calyrex-shadow,Dark,As One
637,Jonathan Duran [US],indeedee-female,Grass,Psychic Surge
637,Jonathan Duran [US],Chien-Pao,Stellar,Sword of Ruin
638,Juanma Luque [ES],Chien-Pao,Ghost,Sword of Ruin
638,Juanma Luque [ES],Zamazenta,Dragon,Dauntless Shield
638,Juanma Luque [ES],Raging-Bolt,Electric,Protosynthesis
638,Juanma Luque [ES],Rillaboom,Fire,Grassy Surge
638,Juanma Luque [ES],Magmar,Ghost,Vital Spirit
638,Juanma Luque [ES],Pelipper,Dark,Drizzle
639,Luis Franco [MX],Rillaboom,Normal,Grassy Surge
639,Luis Franco [MX],Whimsicott,Fairy,Prankster
639,Luis Franco [MX],Amoonguss,Water,Regenerator
639,Luis Franco [MX],Kyogre,Grass,Drizzle
639,Luis Franco [MX],Chien-Pao,Ghost,Sword of Ruin
639,Luis Franco [MX],urshifu-rapid-strike,Ghost,Unseen Fist
640,Hao Lu [CN],Grimmsnarl,Ghost,Prankster
640,Hao Lu [CN],Raging-Bolt,Electric,Protosynthesis
640,Hao Lu [CN],Amoonguss,Dark,Regenerator
640,Hao Lu [CN],Rillaboom,Fire,Grassy Surge
640,Hao Lu [CN],Kyogre,Grass,Drizzle
640,Hao Lu [CN],Incineroar,Ghost,Intimidate
641,Jonathan Zuniga [US],Entei,Dark,Inner Focus
641,Jonathan Zuniga [US],ogerpon-cornerstone-mask,Rock,Sturdy
641,Jonathan Zuniga [US],Raging-Bolt,Electric,Protosynthesis
641,Jonathan Zuniga [US],Grimmsnarl,Steel,Prankster
641,Jonathan Zuniga [US],Koraidon,Fire,Orichalcum Pulse
641,Jonathan Zuniga [US],Flutter-Mane,Fairy,Protosynthesis
642,Sam Danneker [US],Entei,Normal,Inner Focus
642,Sam Danneker [US],tornadus-incarnate,Dark,Prankster
642,Sam Danneker [US],ogerpon-wellspring-mask,Water,Water Absorb
642,Sam Danneker [US],Iron-Crown,Ground,Quark Drive
642,Sam Danneker [US],Miraidon,Fairy,Hadron Engine
642,Sam Danneker [US],Iron-Hands,Fire,Quark Drive
643,Peter Chen [US],Gothitelle,Dark,Shadow Tag
643,Peter Chen [US],ogerpon-wellspring-mask,Water,Water Absorb
643,Peter Chen [US],calyrex-shadow,Ghost,As One
643,Peter Chen [US],Talonflame,Flying,Gale Wings
643,Peter Chen [US],Flutter-Mane,Fairy,Protosynthesis
643,Peter Chen [US],urshifu-single-strike,Stellar,Unseen Fist
644,Marcus Dion [CA],indeedee-female,Fairy,Psychic Surge
644,Marcus Dion [CA],Dondozo,Grass,Unaware
644,Marcus Dion [CA],tatsugiri-curly,Stellar,Commander
644,Marcus Dion [CA],weezing-galar,Dark,Neutralizing Gas
644,Marcus Dion [CA],Iron-Hands,Grass,Quark Drive
644,Marcus Dion [CA],calyrex-shadow,Dark,As One
645,Jackson Mayberry [AU],Hatterene,Fire,Magic Bounce
645,Jackson Mayberry [AU],calyrex-ice,Water,As One
645,Jackson Mayberry [AU],Annihilape,Fire,Defiant
645,Jackson Mayberry [AU],Raging-Bolt,Electric,Protosynthesis
645,Jackson Mayberry [AU],indeedee-female,Grass,Psychic Surge
645,Jackson Mayberry [AU],Chi-Yu,Grass,Beads of Ruin
646,Jo Costagliola [US],Miraidon,Fairy,Hadron Engine
646,Jo Costagliola [US],Whimsicott,Dark,Prankster
646,Jo Costagliola [US],urshifu-single-strike,Dark,Unseen Fist
646,Jo Costagliola [US],ogerpon-cornerstone-mask,Rock,Sturdy
646,Jo Costagliola [US],Farigiraf,Water,Armor Tail
646,Jo Costagliola [US],Iron-Hands,Grass,Quark Drive
647,Hiram Espinosa [MX],Chi-Yu,Ground,Beads of Ruin
647,Hiram Espinosa [MX],Koraidon,Fire,Orichalcum Pulse
647,Hiram Espinosa [MX],Flutter-Mane,Fairy,Protosynthesis
647,Hiram Espinosa [MX],Farigiraf,Dark,Armor Tail
647,Hiram Espinosa [MX],Raging-Bolt,Electric,Protosynthesis
647,Hiram Espinosa [MX],ursaluna-bloodmoon,Normal,Mind’s Eye
648,Toby Kongmun [AU],Koraidon,Fire,Orichalcum Pulse
648,Toby Kongmun [AU],Flutter-Mane,Fairy,Protosynthesis
648,Toby Kongmun [AU],Whimsicott,Dark,Prankster
648,Toby Kongmun [AU],Entei,Normal,Inner Focus
648,Toby Kongmun [AU],Raging-Bolt,Water,Protosynthesis
648,Toby Kongmun [AU],Umbreon,Fairy,Inner Focus
649,Aleksandra Ćwikiel [PL],ogerpon-wellspring-mask,Water,Water Absorb
649,Aleksandra Ćwikiel [PL],Iron-Hands,Fire,Quark Drive
649,Aleksandra Ćwikiel [PL],Terapagos,Stellar,Tera Shift
649,Aleksandra Ćwikiel [PL],Volcarona,Grass,Flame Body
649,Aleksandra Ćwikiel [PL],Grimmsnarl,Ghost,Prankster
649,Aleksandra Ćwikiel [PL],Flutter-Mane,Fairy,Protosynthesis
650,Yuhei Otani [JP],indeedee-female,Fairy,Psychic Surge
650,Yuhei Otani [JP],urshifu-rapid-strike,Grass,Unseen Fist
650,Yuhei Otani [JP],Roaring-Moon,Fire,Protosynthesis
650,Yuhei Otani [JP],calyrex-shadow,Normal,As One
650,Yuhei Otani [JP],Incineroar,Ghost,Intimidate
650,Yuhei Otani [JP],ursaluna-bloodmoon,Normal,Mind’s Eye
651,Luis Cerna [SV],Electabuzz,Ghost,Vital Spirit
651,Luis Cerna [SV],Pelipper,Stellar,Drizzle
651,Luis Cerna [SV],Raging-Bolt,Fairy,Protosynthesis
651,Luis Cerna [SV],calyrex-ice,Fire,As One
651,Luis Cerna [SV],Farigiraf,Dragon,Armor Tail
651,Luis Cerna [SV],Annihilape,Grass,Defiant
652,Jetrick Gelacio [MX],ogerpon-hearthflame-mask,Fire,Mold Breaker
652,Jetrick Gelacio [MX],Flutter-Mane,Fairy,Protosynthesis
652,Jetrick Gelacio [MX],Whimsicott,Water,Prankster
652,Jetrick Gelacio [MX],calyrex-shadow,Ground,As One
652,Jetrick Gelacio [MX],urshifu-single-strike,Ghost,Unseen Fist
652,Jetrick Gelacio [MX],Annihilape,Grass,Defiant
653,Ivan De falco [IT],Iron-Hands,Water,Quark Drive
653,Ivan De falco [IT],Miraidon,Electric,Hadron Engine
653,Ivan De falco [IT],urshifu-rapid-strike,Grass,Unseen Fist
653,Ivan De falco [IT],Grimmsnarl,Ghost,Prankster
653,Ivan De falco [IT],ogerpon-hearthflame-mask,Fire,Mold Breaker
653,Ivan De falco [IT],Farigiraf,Water,Armor Tail
654,Ruby McEachern [CA],ursaluna-bloodmoon,Normal,Mind’s Eye
654,Ruby McEachern [CA],calyrex-ice,Fire,As One
654,Ruby McEachern [CA],Smeargle,Grass,Technician
654,Ruby McEachern [CA],Farigiraf,Ground,Armor Tail
654,Ruby McEachern [CA],Annihilape,Grass,Defiant
654,Ruby McEachern [CA],Electabuzz,Ghost,Vital Spirit
655,Nicholas Rubingh [US],Koraidon,Fire,Orichalcum Pulse
655,Nicholas Rubingh [US],Flutter-Mane,Fairy,Protosynthesis
655,Nicholas Rubingh [US],Amoonguss,Normal,Regenerator
655,Nicholas Rubingh [US],Incineroar,Ghost,Intimidate
655,Nicholas Rubingh [US],Chien-Pao,Dark,Sword of Ruin
655,Nicholas Rubingh [US],Raging-Bolt,Water,Protosynthesis
656,Khalil HOGGUI [FR],Torkoal,Fire,Drought
656,Khalil HOGGUI [FR],Smeargle,Grass,Own Tempo
656,Khalil HOGGUI [FR],Ursaluna,Ghost,Guts
656,Khalil HOGGUI [FR],calyrex-ice,Normal,As One
656,Khalil HOGGUI [FR],Flutter-Mane,Fairy,Protosynthesis
656,Khalil HOGGUI [FR],Entei,Normal,Inner Focus
657,Menelik Collymore [UK],Incineroar,Grass,Intimidate
657,Menelik Collymore [UK],goodra-hisui,Fighting,Shell Armor
657,Menelik Collymore [UK],maushold-family-of-four,Grass,Friend Guard
657,Menelik Collymore [UK],calyrex-shadow,Fairy,As One
657,Menelik Collymore [UK],Rillaboom,Water,Grassy Surge
657,Menelik Collymore [UK],Farigiraf,Water,Armor Tail
658,Maximilian Gorchels [US],Regieleki,Electric,Transistor
658,Maximilian Gorchels [US],ogerpon-cornerstone-mask,Rock,Sturdy
658,Maximilian Gorchels [US],calyrex-ice,Dark,As One
658,Maximilian Gorchels [US],Farigiraf,Water,Armor Tail
658,Maximilian Gorchels [US],urshifu-single-strike,Dark,Unseen Fist
658,Maximilian Gorchels [US],landorus-incarnate,Poison,Sheer Force
659,Reynord González [CR],Incineroar,Ghost,Intimidate
659,Reynord González [CR],Raging-Bolt,Fairy,Protosynthesis
659,Reynord González [CR],ogerpon-hearthflame-mask,Fire,Mold Breaker
659,Reynord González [CR],urshifu-rapid-strike,Stellar,Unseen Fist
659,Reynord González [CR],calyrex-shadow,Fairy,As One
659,Reynord González [CR],Rillaboom,Fire,Grassy Surge
660,Nader El bacha [BR],Miraidon,Electric,Hadron Engine
660,Nader El bacha [BR],Farigiraf,Ground,Armor Tail
660,Nader El bacha [BR],urshifu-rapid-strike,Fire,Unseen Fist
660,Nader El bacha [BR],Chi-Yu,Ghost,Beads of Ruin
660,Nader El bacha [BR],Iron-Hands,Grass,Quark Drive
660,Nader El bacha [BR],Grimmsnarl,Grass,Prankster
661,Irwin Cristan Soriano [PH],tornadus-incarnate,Ghost,Prankster
661,Irwin Cristan Soriano [PH],Grimmsnarl,Ghost,Prankster
661,Irwin Cristan Soriano [PH],Rillaboom,Normal,Grassy Surge
661,Irwin Cristan Soriano [PH],Incineroar,Ghost,Intimidate
661,Irwin Cristan Soriano [PH],Kyogre,Grass,Drizzle
661,Irwin Cristan Soriano [PH],Raging-Bolt,Electric,Protosynthesis
662,Gabriel Abib [UY],urshifu-rapid-strike,Fire,Unseen Fist
662,Gabriel Abib [UY],Miraidon,Electric,Hadron Engine
662,Gabriel Abib [UY],tornadus-incarnate,Dark,Prankster
662,Gabriel Abib [UY],Incineroar,Ghost,Intimidate
662,Gabriel Abib [UY],Tsareena,Ice,Queenly Majesty
662,Gabriel Abib [UY],Clefairy,Water,Friend Guard
663,ALEJANDRO VALDES [CL],Terapagos,Stellar,Tera Shift
663,ALEJANDRO VALDES [CL],Chien-Pao,Ghost,Sword of Ruin
663,ALEJANDRO VALDES [CL],Grimmsnarl,Ghost,Prankster
663,ALEJANDRO VALDES [CL],Rillaboom,Grass,Grassy Surge
663,ALEJANDRO VALDES [CL],Chi-Yu,Ghost,Beads of Ruin
663,ALEJANDRO VALDES [CL],Flutter-Mane,Grass,Protosynthesis
664,Juan Camilo Restrepo [CO],Ditto,Ghost,Imposter
664,Juan Camilo Restrepo [CO],Flutter-Mane,Fairy,Protosynthesis
664,Juan Camilo Restrepo [CO],Chi-Yu,Grass,Beads of Ruin
664,Juan Camilo Restrepo [CO],ogerpon-cornerstone-mask,Rock,Sturdy
664,Juan Camilo Restrepo [CO],Koraidon,Fire,Orichalcum Pulse
664,Juan Camilo Restrepo [CO],Raging-Bolt,Fairy,Protosynthesis
665,Manuel Ruiz [PA],Zacian,Fairy,Intrepid Sword
665,Manuel Ruiz [PA],Raging-Bolt,Electric,Protosynthesis
665,Manuel Ruiz [PA],Talonflame,Ghost,Gale Wings
665,Manuel Ruiz [PA],Chien-Pao,Ghost,Sword of Ruin
665,Manuel Ruiz [PA],urshifu-rapid-strike,Poison,Unseen Fist
665,Manuel Ruiz [PA],Rillaboom,Water,Grassy Surge
666,Stephen Morioka [US],Rillaboom,Fire,Grassy Surge
666,Stephen Morioka [US],Flutter-Mane,Fairy,Protosynthesis
666,Stephen Morioka [US],landorus-incarnate,Poison,Sheer Force
666,Stephen Morioka [US],Zamazenta,Grass,Dauntless Shield
666,Stephen Morioka [US],urshifu-rapid-strike,Ghost,Unseen Fist
666,Stephen Morioka [US],Pelipper,Ghost,Drizzle
667,Jasper Alvin Dee [PH],Amoonguss,Water,Regenerator
667,Jasper Alvin Dee [PH],Raging-Bolt,Electric,Protosynthesis
667,Jasper Alvin Dee [PH],Incineroar,Ghost,Intimidate
667,Jasper Alvin Dee [PH],Rillaboom,Normal,Grassy Surge
667,Jasper Alvin Dee [PH],Kyogre,Grass,Drizzle
667,Jasper Alvin Dee [PH],Grimmsnarl,Ghost,Prankster
668,Dylan Torres [BR],Venusaur,Water,Chlorophyll
668,Dylan Torres [BR],Ursaluna,Fairy,Guts
668,Dylan Torres [BR],Raging-Bolt,Bug,Protosynthesis
668,Dylan Torres [BR],Koraidon,Fire,Orichalcum Pulse
668,Dylan Torres [BR],Porygon2,Ground,Download
668,Dylan Torres [BR],Chi-Yu,Ghost,Beads of Ruin
669,Kasper Kallio [FI],Zamazenta,Fire,Dauntless Shield
669,Kasper Kallio [FI],ogerpon-cornerstone-mask,Rock,Sturdy
669,Kasper Kallio [FI],ursaluna-bloodmoon,Normal,Mind’s Eye
669,Kasper Kallio [FI],Rillaboom,Grass,Grassy Surge
669,Kasper Kallio [FI],Farigiraf,Grass,Armor Tail
669,Kasper Kallio [FI],Gastrodon,Poison,Storm Drain
670,Israel Torres [MX],calyrex-shadow,Dark,As One
670,Israel Torres [MX],urshifu-rapid-strike,Stellar,Unseen Fist
670,Israel Torres [MX],tornadus-incarnate,Dark,Prankster
670,Israel Torres [MX],Incineroar,Ghost,Intimidate
670,Israel Torres [MX],Rillaboom,Fire,Grassy Surge
670,Israel Torres [MX],indeedee-female,Fairy,Psychic Surge
671,Nicolás Miniero [AR],weezing-galar,Normal,Neutralizing Gas
671,Nicolás Miniero [AR],Dondozo,Grass,Unaware
671,Nicolás Miniero [AR],calyrex-shadow,Ghost,As One
671,Nicolás Miniero [AR],urshifu-single-strike,Stellar,Unseen Fist
671,Nicolás Miniero [AR],tatsugiri-droopy,Stellar,Commander
671,Nicolás Miniero [AR],maushold-family-of-four,Ground,Friend Guard
672,Jorge Coria [AR],ursaluna-bloodmoon,Normal,Mind’s Eye
672,Jorge Coria [AR],Kyogre,Grass,Drizzle
672,Jorge Coria [AR],ogerpon-cornerstone-mask,Rock,Sturdy
672,Jorge Coria [AR],Raichu,Fairy,Lightning Rod
672,Jorge Coria [AR],Farigiraf,Fairy,Armor Tail
672,Jorge Coria [AR],Entei,Normal,Inner Focus
673,Marcus Koh [SG],Chi-Yu,Ghost,Beads of Ruin
673,Marcus Koh [SG],Dondozo,Grass,Unaware
673,Marcus Koh [SG],calyrex-shadow,Normal,As One
673,Marcus Koh [SG],Iron-Hands,Grass,Quark Drive
673,Marcus Koh [SG],tatsugiri-droopy,Stellar,Commander
673,Marcus Koh [SG],weezing-galar,Water,Neutralizing Gas
674,Alejandro Pérez [CR],Gallade,Grass,Sharpness
674,Alejandro Pérez [CR],indeedee-female,Fire,Psychic Surge
674,Alejandro Pérez [CR],Torkoal,Fire,Drought
674,Alejandro Pérez [CR],necrozma-dawn,Water,Prism Armor
674,Alejandro Pérez [CR],ogerpon-cornerstone-mask,Rock,Sturdy
674,Alejandro Pérez [CR],Ursaluna,Dragon,Guts
675,Genki Miyahara [JP],Iron-Hands,Water,Quark Drive
675,Genki Miyahara [JP],Chi-Yu,Ghost,Beads of Ruin
675,Genki Miyahara [JP],indeedee-female,Fairy,Psychic Surge
675,Genki Miyahara [JP],calyrex-shadow,Dark,As One
675,Genki Miyahara [JP],urshifu-rapid-strike,Stellar,Unseen Fist
675,Genki Miyahara [JP],Whimsicott,Dark,Prankster
676,Andrew Briceno [US],Ursaluna,Fairy,Guts
676,Andrew Briceno [US],urshifu-rapid-strike,Grass,Unseen Fist
676,Andrew Briceno [US],Lunala,Fairy,Shadow Shield
676,Andrew Briceno [US],indeedee-female,Dragon,Psychic Surge
676,Andrew Briceno [US],Okidogi,Dark,Guard Dog
